SNname,HostName,PSN,type,redshifts,OtherName,Nobs,targetids,SNra,SNdec,AV,AVerr,AVsour,HostRa,HostDec,Long,Lat,Redshift,Morphology,host_velocity,host_vel_err,host_vel_corr,host_vel_corr_err,Discover_date,Last_non-detection_date,template_status,max_ks,filters_used,notes,Explosion_Date,ExpDateReference,ExpDateReferenceLinks,ExpDateMethod,other_SNe,best_dm,best_dm_err,best_dm_method,best_dm_ref,Hubble_dm_ref,UVM2_DatPoints,Cep_dm,Cep_dm_err,Cep_dm_ref,SBF_dm,SBF_dm_err,SBF_dm_ref,TRGB_dm,TRGB_dm_err,TRGB_dm_ref,end,Hubble_dm,Hubble_dm_err
SN2011ek,NGC 918,,Ia-91bg,0.005027,,15,,'02:25:48.89,+18:32:00.0,0.7,0,"Brown_walker_2020,S_F_2011",2h25m50.7911s,18d29m46.3842s,152.160836,-38.958129,0.005027,SAB(rs)c:,1507,3,1497,11,'2011-08-04,,done,5,,Kawabata_etal_2011_CBET2785_say91bg,,,,,,31.572762438941947,0.748990987,HF,,,0,,,ref,,,ref,,,,end,31.572762438941947,0.7467118558122712
SN2011fe,M101,,Ia,0.000804,,,,210.774208,54.273722,0.118,0.0118,S_F_2011,14h03m12.583008s,54d20m55.5s,102.0373262,59.7713817,0.000804,SAB(rs)cd      HII,241.0,2.0,455.0,9.0,,,,,,,,,,,,27.59228139024313,,,,,,,,,,,,,,,,27.59228139024313,4.1636775228723035
SN2011fe,M101,,Ia,0.000804,,150,,'14:03:05.711,+54:16:25.22,0.024,0.0024,S_F_2011,14h03m12.583s,54d20m55.5s,102.0373262,59.7713817,0.000804,SAB(rs)cd      HII,241,2,455,9,'2011-08-24,,done,10,,Brown  P. J.  et al. 2012  ApJ  753  22,,,,,,29.139,0.0459,Cepheid,Cepheids_Riess_etal_2016,,211,29.139,0.0459,Cepheids_Riess_etal_2016,,,ref,,,,end,27.59228139024313,4.1636775228723035
SN2011fi,NGC 1954,,II,0.010441,,5,,'05:32:52.79,-14:05:17.0,0.379,0.0379,S_F_2011,5h32m48.3418s,-14d03m45.5877s,217.155182,-23.654556,0.010441,SA(rs)bc pec:,3130,5,3125,14,'2011-08-27,,done,6,,,,,,,,33.15991786510103,0.471911191,HF,,,0,,,ref,,,ref,,,,end,33.15991786510103,0.46828545695186813
SN2011fs,UGC 11975,,Ia,0.020914,,5,32104,'22:17:19.52,+35:34:50.0,0.315,0.0315,S_F_2011,22h17m19.7549s,35d34m16.2592s,90.838311,-17.521936,0.020914,S0/a,6270,28,6326,36,'2011-09-15,,done,,,,,,,,,34.668533881522364,0.382751589,HF,,,5,,,ref,,,ref,,,,end,34.668533881522364,0.3782722246200596
SN2011gu,NGC 7485,PSNJ23060280+3406367,Ia,0.019033,PTF11okh,1,32122,'23:06:02.80,+34:06:36.7,0.272,0.0272,S_F_2011,23h06m04.871s,34d06m27.83s,99.2453281,-23.8723497,0.019033,S0,5706,57,5707,61,'2011-10-14,,,2,all,,,,,,,34.463855013974076,0.39213776,HF,,,0,,,ref,,,ref,,,,end,34.463855013974076,0.38776683706390824
SN2011hb,NGC 7674,,Ia,0.028924,,13,,'23:27:55.51,+08:46:45.7,0.159,0.0159,S_F_2011,23h27m56.6975s,8d46m44.2383s,90.6269321,-48.7850161,0.028924,SA(r)bc pec;HIISy2,8671,9,8565,22,'2011-10-24,,done,5,,,,,,,,35.37254210848572,0.365910523,HF,,,0,,,ref,,,ref,,,,end,35.37254210848572,0.3612223798443012
SN2011hg,UGC 12410,,IIb,0.023636,,8,,'23:11:48.84,+31:01:00.4,0.208,0.0208,S_F_2011,23h11m50.288s,31d01m16.21s,99.002504,-27.181292,0.023636,Sc,7086,2,7046,24,'2011-10-28,,done,4,,,,,,,,34.93420191735458,0.374808032,HF,,,0,,,ref,,,ref,,,,end,34.93420191735458,0.3702325727502726
SN2011hj,PGC 2692384,,IIP,0.019,,5,,'18:32:22.32,+66:53:46.6,0.16,0,"Brown_walker_2020,S_F_2011",18h32m24.016s,66d53m43s,96.987025,26.64021,0.019,,5696,,5993,18,'2011-10-26,,done,2,,,,,,,,34.46004608051278,,HF,,,0,,,ref,,,ref,,,,end,34.46004608051278,
SN2011hs,IC 5267,PSNJ22571177-4323048,IIb,0.00571,,7,,'22:57:11.77,-43:23:04.8,0.033,0.0033,S_F_2011,22h57m13.572s,-43d23m46.11s,350.236838,-61.800729,0.005711,(R)SA(rs)0/a,1712,4,1760,12,'2011-11-12,,done,6,,,,,,,,31.84971497907446,0.679622505,HF,,,1,,,ref,,,ref,,,,end,31.84971497907446,0.677109922226469
SN2011ht,UGC 5460,,IIn,0.003646,,38,,'10:08:10.56,+51:50:57.12,0.02,0,"Brown_walker_2020,S_F_2011",10h08m09.197s,51d50m40.2504s,162.620927,50.773415,0.003646,SB(rs)d,1093,5,1491,20,'2011-09-29,,done,15,,Roming  P. et al.  2012  ApJ  751  92,,,,,,30.875296987117302,0.978852587,HF,,,15,,,ref,,,ref,,,,end,30.875296987117302,0.977109760916455
SN2011hw,A222614+3412,PSNJ22261454+3412591,Ibn,0.023,,5,,'22:26:14.54,+34:12:59.1,0.314,0.0314,S_F_2011,,,,,,,,,,,'2011-11-18,,done,5,,Pritchard  T. A.  et al. 2013  arXiv1303.1190,,,,,,,,,,,5,,,ref,,,ref,,,,end,,
SN2011ia,MCG +11-12-23,PSNJ09450355+6415366,Ia,0.019,,12,32193,'09:45:03.45,+64:15:35.5,0.164,0.0164,S_F_2011,9h45m03.1355s,64d15m27.0294s,148.297727,42.558287,0.017789,Spiral,5333,16,5613,20,'2011-11-18,,done,4,,,,,,,,34.31705409578317,0.394903716,HF,,,11,,,ref,,,ref,,,,end,34.31705409578317,0.39056374872154687
SN2011im,NGC 7364,,Ia,0.016228,,10,,'22:44:25.22,-00:10:02.0,0.173,0.0173,S_F_2011,22h44m24.3708s,-0d09m43.6483s,69.130396,-49.290394,0.016228,S0/a pec:,4865,5,4898,17,'2011-11-26,,done,4,,,,,,,same host as SN2006lc,34.11761040039064,0.403534902,HF,,,1,,,ref,,,ref,,,,end,34.11761040039064,0.3992887608991004
SN2011it,PGC 67911,PSNJ22024445+3141491,Ic,0.015894,,3,32209,'22:02:44.43,+31:41:48.5,0.317,0.0317,S_F_2011,22h02m44.048s,31d41m44.47s,85.823699,-18.760093,0.015894,Sb,4765,10,4872,23,'2011-11-27,,done,8,,,x,,,,,34.072510702240514,0.405852318,HF,,,0,,,ref,,,ref,,,,end,34.072510702240514,0.4016306778714561
SN2011iv,NGC 1404,PSNJ03385135-3535320,Ia,0.006494,,36,,'03:38:51.35,-35:35:32.0,0.031,0.0031,S_F_2011,3h38m51.917s,-35d35m39.81s,236.955314,-53.554692,0.006494,NELG           ALG,1947,4,1886,13,'2011-12-02,,done,13,,,,,,,,31.45,0.19,SBF,SBF_Jensen_etal_2003,,14,,,ref,31.45,0.19,SBF_Jensen_etal_2003,,,,end,32.12902593496894,0.6172971901076133
SN2011iw,A233448+2445,,IIn,0.023,,6,32213,'23:34:48.20,+24:45:01.6,0.142,0.0142,S_F_2011,,,,,,,,,,,'2011-11-29,,done,3,,Pritchard  T. A.  et al. 2013  arXiv1303.1190,,,,,,,,,,,2,,,ref,,,ref,,,,end,,
SN2011iy,NGC 4984,,Ia,0.004266,,15,32216,'13:08:58.39,-15:31:04.1,0.165,0.0165,S_F_2011,13h08m57.213s,-15d30m58.67s,309.141544,47.144161,0.004266,(R)SAB(rs)0+,1279,6,1366,28,'2011-12-09,,GI12,3,all,HWwindows_missedpeak,,,,,,31.216548899762056,0.855815285,HF,,,,,,ref,,,ref,,,,end,31.216548899762056,0.8538213513571313
SN2011ja,NGC 4945,,IIP,0.001878,,3,,'13:05:11.12,-49:31:27.0,0.476,0.0476,S_F_2011,13h05m27.279s,-49d28m04.44s,305.272076,13.3398849,0.001878,SB(s)cd: sp    Sy2,563,3,318,17,'2011-12-18,,done,6,,,,,,,,29.434738151625517,1.810015407,HF,,,0,,,ref,,,ref,,,,end,29.434738151625517,1.80907348426795
SN2011js,NGC 1103,,IIn,0.013803,,5,,'02:48:04.96,-13:57:51.1,0.063,0.0063,S_F_2011,2h48m06.194s,-13d57m27.27s,192.976581,-59.791227,0.013803,SB(s)b:,4138,9,4014,13,'2011-12-31,,done,3,,,,,,,,33.766148609017364,0.423181243,HF,,,5,,,ref,,,ref,,,,end,33.766148609017364,0.4191341807758185
SN2011ke,SDSS J135057.84+261642.0,,SLSN-I,0.143,PTF11dij,,,13 50 57.7689,+26 16 42.7508,0.032,0.0032,S_F_2011,,,32.653234,76.686327,0.143000,Extended Src [SDSS],42870.0,0.0,43321.0,19.0,,,,,,,,,,,,38.842963594921954,,,,,,,,,,,,,,,,38.842963594921954,0.3430721304175523
SN2011ke,A135057+2616,,SLSN-I,0.1428,PTF11dij,15,31990,'13:50:57.77,+26:16:42.8,0.032,0.0032,S_F_2011,,,,,,,,,,,'2011-04-25,,,4,,,,,,,,,,,,,1,,,,,,,,,,end,,
SN2011kg,CSS J013945.51+295527.0,,SLSN-I,0.1928,PTF11rks,,,01 39 45.5129,+29 55 26.9785,0.114,0.0114,S_F_2011,,,135.252986,-31.788828,0.192800,,57800.0,0.0,57446.0,30.0,,,,,,,,,,,,39.49183536947143,,,,,,,,,,,,,,,,39.49183536947143,0.3427151800877102
SN2011M,UGC 3218,,Ia,0.017432,,8,,'05:00:41.55,+62:14:38.6,1.103,0.1103,S_F_2011,5h00m43.6997s,62d14m38.4559s,147.88769,12.180953,0.017432,SAb,5226,7,5287,16,'2011-01-19,,done,5,,,,,,,,34.27304320432532,0.396513942,HF,,,0,,,ref,,,ref,,,,end,34.27304320432532,0.3921917944954274
SN2012A,NGC 3239,,II,0.002512,,18,,'10:25:07.39,+17:09:14.6,0.085,0.0085,S_F_2011,10h25m04.867s,17d09m49.21s,221.63521,54.819059,0.002512,IB(s)m pec,753,3,716,10,'2012-01-07,,done,8,,Tomasella et al. 2013  MNRAS  434  1636,559 33.0,Tomasella_etal_2013,https://ui.adsabs.harvard.edu/abs/2013MNRAS.434.1636T/abstract,early photometry,,30.06617105837229,1.372807534,HF,Tomasella_etal_2013,,4,,,ref,,,A10,,,,end,30.06617105837229,1.3715653917641295
SN2012ak,MCG +06-22-52,,II,0.041565,,17,,'10:01:27.20,+36:40:12.0,0.03,0,"Brown_walker_2020,S_F_2011",10h01m26.5223s,36d40m16.6648s,187.138595,52.999428,0.041565,              Sbrst?,12461,40,12749,42,'2012-02-21,,fillin,3,,Pritchard  T. A.  et al. 2013  arXiv1303.1190,,,,,,36.159960657465795,0.356736598,HF,,,,,,ref,,,ref,,,,end,36.159960657465795,0.3519262669548692
SN2012ap,NGC 1729,PSNJ05001372-0320512,Ic,0.012115,,10,,'05:00:13.72,-03:20:51.2,0.137,0.0137,S_F_2011,5h00m15.6916s,-3d21m09.266s,202.64925,-26.164629,0.012115,SA(s)c,3632,4,3581,8,'2012-02-10,,done,5,,,5-Feb-12,Chakraborti_etal_2015,https://ui.adsabs.harvard.edu/abs/2015ApJ...805..187C/abstract,,,33.48292537661402,0.443170872,HF,Chakraborti_etal_2015,,0,,,ref,,,ref,,,,end,33.48292537661402,0.43930799981210633
SN2012au,NGC 4790,PSNJ12545218-1014502,Ib,0.004483,,14,,'12:54:52.18,-10:14:50.2,0.129,0.0129,S_F_2011,12h54m51.9432s,-10d14m52.2817s,304.32081,52.614677,0.004483,SB(rs)c:?,1344,5,1565,32,'2012-03-14,,fillin,5,,Milisavljevic  D. et al. 2013  ApJL  770  38,55989.5,Milisavljevic_etal_2013,https://ui.adsabs.harvard.edu/abs/2013ApJ...770L..38M/abstract,Arnett modeling,,31.32419252095782,0.821289313,HF,Milisavljevic_etal_2013,,,,,ref,,,ref,,,,end,31.32419252095782,0.8192113478474778
SN2012aw,NGC 3351,PSNJ10435372+1140177,IIP,0.002595,,48,,'10:43:53.735,+11:40:17.63,0.074,0.0074,S_F_2011,10h43m57.733s,11d42m13s,233.951444,56.367998,0.002595,SB(r)b;HII     Sbrst,778,4,658,11,'2012-03-16,,done,10,,Bayless  A. J.  et al. 2013  ApJL  764  13,56002,Fraser_etal_2012,https://iopscience.iop.org/article/10.1088/2041-8205/759/1/L13,tight upper limit discover constraint,,30.1,0.07,Cepheid,Cepheid_Saha_etal_2006,,24,30.1,0.07,Cepheid_Saha_etal_2006,,,ref,,,,end,30.137094162317233,1.3303880029174107
SN2012bl,ESO 234-G19,,Ia,0.018706,,11,,'20:23:55.28,-48:21:17.3,0.097,0.0097,S_F_2011,20h23m51.006s,-48d21m31.36s,351.144027,-34.946289,0.018706,Scd,5608,10,5919,29,'2012-03-26,,done,3,,,,,,,,34.426236202161796,0.390435149,HF,,,7,,,ref,,,ref,,,,end,34.426236202161796,0.3860449493776769
SN2012br,WISEA J122417.03+185528.7,,SNII,0.0224,PTF12bro,,,12 24 17.0283,+18 55 29.3448,0.094,0.0094,S_F_2011,12h24m17.04024s,18d55m29.4816s,264.251331,79.693749,0.019000,Extended Src [SDSS],5696.0,0.0,6284.0,33.0,,,,,,,,,,,,34.46004608051278,,,,,,,,,,,,,,,,34.46004608051278,0.3846768950362333
SN2012bw,UGC 10282,,SNIc,0.03093,PTF12dcp,,,16 12 56.1153,+32 30 43.263,0.064,0.0064,S_F_2011,16h12m57.59952282s,32d30m44.86198126s,52.676423,46.358382,0.030911,SA(s)c,9267.0,3.0,9794.0,19.0,,,,,,,,,,,,35.516891992474356,,,,,,,,,,,,,,,,35.516891992474356,0.3588892739864984
SN2012ca,ESO 336-G9,,IIn-IaCSM?,0.01946,,12,,'18:41:07.25,-41:47:38.4,0.183,0.0183,S_F_2011,18h41m07.925s,-41d47m42.19s,353.685628,-15.906678,0.01946,SB(s)b,5834,37,6291,49,'2012-04-25,,done,3,,,,,,,,34.512028301297356,0.388522685,HF,,,11,,,ref,,,ref,,,,end,34.512028301297356,0.38411062710930116
SN2012cc,NGC 4419,PSNJ12265681+1502455,II-87K,-0.00087,,4,32460,'12:26:56.81,+15:02:45.5,0.089,0.0089,S_F_2011,12h26m56.433s,15d02m50.72s,276.4471662,76.6425863,-0.000871,SB(s)a;LINER   HII,-261,5,-314,9,'2012-04-29,,fillin,4,,,,,,,,30.65,0.25,SBF,2001ApJ...546..681T,,,,,ref,30.65,0.25,2001ApJ...546..681T,,,,end,,
SN2012cg,NGC 4424,,Ia,0.001458,,,,186.803458,9.420333,1.835,0.1835,S_F_2011,12h27m11.57412356s,9d25m14.3304537s,283.880973,71.390068,0.001458,SB(s)a:        HII,437.0,2.0,227.0,10.0,,,,,,,,,,,,28.884603362220897,,,,,,,,,,,,,,,,28.884603362220897,2.313899307129291
SN2012cg,NGC 4424,PSNJ12271283+0925132,Ia-99aa,0.001458,,40,,'12:27:12.83,+09:25:13.2,0.055,0.0055,S_F_2011,12h27m11.5747s,9d25m14.3198s,283.880973,71.390068,0.001458,SB(s)a:        HII,437,2,227,10,'2012-05-17,,done,18,,,,,,,,31.08,0.2958,Cepheid,Cepheids_Riess_etal_2016,,24,31.08,0.2958,Cepheids_Riess_etal_2016,,,ref,,,,end,28.884603362220897,2.313899307129291
SN2012ck,A191927+4414,PSNJ19192793+4414509,II,0.042,,1,32471,'19:19:27.93,+44:14:50.9,0.255,0.0255,S_F_2011,,,,,,,,,,,'2012-05-19,,,3,,,,,,,,,,,,,,,,ref,,,ref,,,,end,,
SN2012cp,UGC 08713,,Ia,0.0166,,,,206.757081,33.893156,0.033,0.0033000000000000004,S_F_2011,13h47m01.2959496s,33d53m37.0167s,65.815066,76.268144,0.016541,SB(s)d: sp,4959.0,2.0,5546.0,26.0,,,,,,,,,,,,34.15916671882434,,,,,,,,,,,,,,,,34.15916671882434,0.39726891785341
SN2012cp,UGC 8713,,Ia,0.016531,PTF12ena,15,32469,'13:47:01.68,+33:53:36.0,0.05,0,"Brown_walker_2020,S_F_2011",13h47m01.2595s,33d53m36.9528s,65.815066,76.268144,0.016531,SB(s)d: sp,4956,10,5543,27,'2012-05-23,,done,4,,,,,,,,34.15785266588891,0.401719377,HF,,,0,,,ref,,,ref,,,,end,34.15785266588891,0.3974538404643311
SN2012cu,NGC 4772,PSNJ12532935+0209390,Ia,0.003469,,3,32505,'12:53:29.35,+02:09:39.0,0.072,0.0072,S_F_2011,12h53m29.1637s,2d10m06.133s,304.1442621,65.0352999,0.003469,SA(s)a;LINER   Sy3,1040,5,969,10,'2012-06-14,,fillin,2,,,,,,,,30.767362873862687,1.022593434,HF,,,,,,ref,,,ref,,,,end,30.767362873862687,1.0209252810051315
SN2012cw,NGC 3166,PSNJ10134795+0326026,Ic,0.004486,,1,,'10:13:47.95,+03:26:02.6,0.083,0.0083,S_F_2011,10h13m45.674s,3d25m28.81s,238.146349,45.524691,0.004486,SAB(rs)0/a;HII LINER,1345,5,1602,28,'2012-06-14,,no,7,,,x,,,,,31.32580759906092,0.820787865,HF,,,0,,,ref,,,ref,,,,end,31.32580759906092,0.8187086276129821
SN2012da,PGC 83768,,Ia,0.018012,,5,,'13:02:33.66,+27:26:11.3,0.025,0,"Brown_walker_2020,S_F_2011",13h02m35.193s,27d26m21.38s,40.728896,87.503575,0.018012,S0/a,5400,41,5990,50,'2012-06-18,,done,2,all,,,,,,,34.344164976483626,0.395345432,HF,,,3,,,ref,,,ref,,,,end,34.344164976483626,0.39101036829413827
SN2012dh,ESO 443-G80,,IIb,0.009355,,11,,'13:11:09.04,-28:00:33.1,0.193,0.0193,S_F_2011,13h11m09s,-28d00m28s,308.224893,34.65868,0.007055,SB(s)m,2115,2,1908,29,'2012-06-26,,fillin,1,,,,,,,,32.30874803592409,0.586632752,HF,,,,,,ref,,,ref,,,,end,32.30874803592409,0.5837200379781562
SN2012dn,ESO 462-G16,PSNJ20233626-2816434,Ia-SC,0.010187,,11,,'20:23:36.26,-28:16:43.4,0.163,0.0163,S_F_2011,20h23m38.9685s,-28d16m40.5872s,14.862161,-31.529123,0.010187,SA(s)cd        HII,3054,6,3326,18,'2012-07-08,,done,4,,grism,56114,Brown_etal_2013,Brown et al. 2013 peak -20,,,33.1065413409708,0.477363952,HF,Brown_etal_2013,,8,,,ref,,,ref,,,,end,33.1065413409708,0.473779948774129
SN2012fg,NGC 2857,,SNII,0.01626,PTF12jxe,,,09 24 38.1073,+49 21 34.4646,0.059,0.0059,S_F_2011,9h24m37.73306553s,49d21m25.4577911s,169.071136,44.850053,0.016264,SA(s)c,4876.0,3.0,5175.0,13.0,,,,,,,,,,,,34.12251466210051,,,,,,,,,,,,,,,,34.12251466210051,0.3990290159491431
SN2012fh,NGC 3344,,Ib/c,0.0001935,,2,36581,'10:43:34.05,+24:53:29.0,0.088,0.0088,S_F_2011,10h43m31.15s,24d55m19.99s,210.039871,61.254969,0.001935,(R)SAB(r)bc    HII,580,1,507,6,'2012-10-18,,done,5,w1 m2,,,,,,,29.499336145183474,1.758774913,HF,,,0,,,ref,,,ref,,,,end,29.499336145183474,1.7578055325508894
SN2012fr,NGC 1365,PSNJ03333599-3607377,Ia,0.005457,,71,32614,'03:33:35.99,-36:07:37.7,0.03,0,"Brown_walker_2020,S_F_2011",3h33m36.458s,-36d08m26.37s,237.956197,-54.598032,0.005457,(R')SBb(s)b;HIISy1.8,1636,1,1566,12,'2012-10-27,,done,3,all,,,,,,,31.306,0.0576,Cepheid,Cepheids_Riess_etal_2016,,24,31.306,0.0576,Cepheids_Riess_etal_2016,,,ref,,,,end,31.75111267404531,0.700561585856356
SN2012G,A123936+1635,,Ia,0.026635,,12,,'12:39:35.10,+16:35:11.9,0.064,0.0064,S_F_2011,,,,,,,7985,71,8580,78,'2012-01-14,,done,5,,broad_earlypeak,,,,,,35.19357077974129,0.371784314,HF,,,0,,,ref,,,ref,,,,end,35.19357077974129,0.3671711772798383
SN2012hj,MCG +08-20-89,PSNJ11071919+4622462,Ia,0.024597,,6,32636,'11:07:19.19,+46:22:46.2,0.03,0.003,S_F_2011,11h07m19.681s,46d22m59.934s,162.859278,61.859866,0.024597,E0,7374,51,7763,54,'2012-12-04,,done,5,all,,,,,,,35.020711843719276,0.374365627,HF,,,2,,,ref,,,ref,,,,end,35.020711843719276,0.36978469393461266
SN2012hr,ESO 121-G26,PSNJ06213846-5942506,Ia,0.007562,,12,32653,'06:21:38.46,-59:42:50.6,0.121,0.0121,S_F_2011,6h21m38.7258s,-59d44m23.7787s,268.865191,-26.871361,0.007562,SB(rs)c,2267,4,2221,21,'2012-12-16,,done,12,all,,,,,,SN2008M_SN2009mg_SN2012hr,32.459453778001375,0.561445054,HF,,,12,,,ref,,,ref,,,,end,32.459453778001375,0.5584009717636795
SN2012hs,ESO 213-G2,PSNJ09491471-4754456,II,0.006424,,1,32650,'09:49:14.71,-47:54:45.6,0.944,0.0944,S_F_2011,9h49m16.527s,-47d55m12.85s,274.25697,4.549063,0.006424,SA(r)0+ pec,1926,5,1790,23,'2012-12-15,,skip,7,all,,,,,,,32.10547759131136,0.62474924,HF,,,,,,ref,,,ref,,,,end,32.10547759131136,0.6220150404603048
SN2012ht,NGC 3447,PSNJ10532275+1646349,Ia,0.003559,,34,32662,'10:53:22.75,+16:46:34.9,0.078,0.0078,S_F_2011,10h53m23.9703s,16d46m20.7404s,227.5618,60.8417,0.003559,2.3,1067,1,1315,21,'2012-12-18,,done,3,all,,,,,,,31.91,0.0435,Cepheid,Cepheids_Riess_etal_2016,,19,31.91,0.0435,Cepheids_Riess_etal_2016,,,ref,,,,end,30.823018274491137,0.9977642600598913
SN2012ij,MCG +03-30-38,PSNJ11401584+1727222,Ia-91bg,0.010998,,8,32665,'11:40:15.84,+17:27:22.2,0.073,0.0073,S_F_2011,11h40m16.094s,17d27m26.1085s,239.722789,70.94067,0.010998,SA0,3297,11,3804,32,'2012-12-29,,done,5,all,,,,,,,33.27279091308455,0.461341637,HF,,,4,,,ref,,,ref,,,,end,33.27279091308455,0.45763217064478284
SN2012K,PGC 2065,PSNJ00343079+3024063,II,0.0203,,2,,'00:34:30.79,+30:24:06.3,0.144,0.0144,S_F_2011,0h34m29.67s,30d23m51.3348s,118.608673,-32.332403,0.01963,,5885,67,5780,71,'2012-01-08,,,5,w1 vg,,,,,,,34.530928513266055,0.390739894,HF,,,,,,ref,,,ref,,,,end,34.530928513266055,0.3863531568236704
SN2012p,NGC 5806,,SNIIb,0.00449,PTF12os,,,15 00 00.2928,+01 53 30.075,0.136,0.013600000000000001,S_F_2011,15h00m00.40880187s,1d53m28.77959479s,359.091062,50.194223,0.004493,SAB(s)b        NLAGN,1347.0,2.0,1731.0,23.0,,,,,,,,,,,,31.329034155983713,,,,,,,,,,,,,,,,31.329034155983713,0.81752867456856
SN2012P,NGC 5806,,Ibc,0.004533,PTF12os,6,,'14:59:59.12,+01:53:24.4,0.136,0.0136,S_F_2011,15h00m00.432s,1d53m28.56s,359.091062,50.194223,0.004533,SAB(s)b        NLAGN,1359,5,1744,24,'2012-01-22,,done,5,,,,,,,iPTF13bvn?,31.348293461031258,0.813852002,HF,,,0,,,ref,,,ref,,,,end,31.348293461031258,0.8117549992631123
SN2012T,NGC 5421,,Ia,0.026315,,6,,'14:01:41.69,+33:49:33.9,0.038,0.0038,S_F_2011,14h01m41.55s,33d49m30.5s,61.10063,73.47735,0.026315,0.9,7889,24,8457,34,'2012-01-26,,short,5,,,,,,,,35.16730595767061,0.369949234,HF,,,0,,,ref,,,ref,,,,end,35.16730595767061,0.36531292435467333
SN2012V,NGC 6829,,Ia,0.010964,,11,,'19:47:10.32,+59:54:59.9,0.199,0.0199,S_F_2011,19h47m07.566s,59d54m25.55s,92.396355,16.687899,0.010964,Sb,3287,12,3602,22,'2012-01-25,,done,5,,,,,,,,33.26619469777691,0.462008247,HF,,,11,,,ref,,,ref,,,,end,33.26619469777691,0.45830417616786473
SN2012Z,NGC 1309,,Ia-02cx,0.007125,,18,,'03:22:05.3964,-15:23:14.939,0.107,0.0107,S_F_2011,3h22m06.5558s,-15d23m59.7938s,202.201968,-53.156833,0.007125,SA(s)bc:       HII,2136,4,2063,8,'2012-01-29,,done,6,,,,,,,,32.55,0.09,Cepheid,Cepheid_Riess_etal_2009,,6,32.55,0.09,Cepheid_Riess_etal_2009,,,ref,,,,end,32.33020241915138,0.5800175121514302
SN2013aa,NGC 5643,PSNJ14323388-4413278,Ia,0.003999,,26,3272432793,'14:32:33.88,-44:13:27.8,0.456,0.0456,S_F_2011,14h32m40.778s,-44d10m28.6s,321.4428064,15.0282448,0.003999,SAB(rs)c       Sy2,1199,2,1051,21,'2013-02-13,,done,3,all,,,,,,SN2017cbv,31.07629209286303,0.903457875,HF,,,23,,,ref,,,ref,,,,end,31.07629209286303,0.9015693147478117
SN2013ab,NGC 5669,PSNJ14324449+0953123,IIP,0.004574,,24,32725,'14:32:44.49,+09:53:12.3,0.073,0.0073,S_F_2011,14h32m43.476s,9d53m25.47s,1.930886,60.556909,0.004563,SAB(rs)cd,1368,2,1851,28,'2013-02-17,,done,4,all,,,,,,,31.362626664289273,0.809301648,HF,,,6,,,ref,,,ref,,,,end,31.362626664289273,0.8071928235038688
SN2013ag,A125135+2637,,Ia,0.02129,,8,32731,'12:51:35.02,+26:37:45.4,0.032,0.0032,S_F_2011,,,,,,,6389,,6970,29,'2013-03-03,,done,3,all,,,,,,,34.709360618029486,,HF,,,5,,,ref,,,ref,,,,end,34.709360618029486,
SN2013ai,NGC 2207,PSNJ06161835-2122329,IIP,0.009143,,5,32730,'06:16:18.35,-21:22:32.9,0.233,0.0233,S_F_2011,6h16m22.093s,-21d22m21.8s,228.6848904,-17.0079434,0.009143,SAB(rs)bc pec,2741,15,2774,24,'2013-03-01,,done,3,all,,,,,,,32.87174135506628,0.504393847,HF,,,1,,,ref,,,ref,,,,end,32.87174135506628,0.5010032435406235
SN2013ak,ESO 430-G20,PSNJ08070669-2803101,II,0.003402,,18,32758,'08:07:06.69,-28:03:10.1,1.226,0.1226,S_F_2011,8h07m08.6s,-28d03m08.4s,246.26554,2.310511,0.003402,SAB(s)d?,1020,2,942,20,'2013-03-09,,done,3,all,,,,,,,30.725197036178375,1.040109691,HF,,,6,,,ref,,,ref,,,,end,30.725197036178375,1.0384696754651184
SN2013am,NGC 3623,PSNJ11185695+1303494,II,0.002692,iPTF13aaz,12,32765;32766,'11:18:56.95,+13:03:49.4,0.067,0.0067,S_F_2011,11h18m55.957s,13d05m31.96s,241.331272,64.221721,0.002692,SAB(rs)a       LINER,807,3,572,13,'2013-03-21,,done,3,all,,,,,,,30.21656385097914,1.287019719,HF,,,2,,,ref,,,ref,,,,end,30.21656385097914,1.2856946969420384
SN2013bs,NGC 6343,PSNJ17172203+4104002,Ia,0.027612,,11,32796,'17:17:22.03,+41:04:00.2,0.078,0.0078,S_F_2011,17h17m16.2668s,41d03m09.9009s,65.826662,34.578596,0.027612,,8278,35,8717,39,'2013-04-18,,done,4,all,,,,,,,35.27182328769249,0.368243589,HF,,,4,,,ref,,,ref,,,,end,35.27182328769249,0.363585530171773
SN2013bu,NGC 7331,PSNJ22370217+3424052,II,0.002722,,1,32798,'22:37:02.17,+34:24:05.2,0.245,0.0245,S_F_2011,22h37m04.102s,34d24m57.31s,93.721615,-20.7240532,0.002722,SA(s)b;HII     LINER,816,1,1052,18,'2013-04-21,,done,1,all,,,,,,,30.24064697113809,1.27374528,HF,,,1,,,Cepheids,,,YES,,,,end,30.24064697113809,1.2724064347072395
